point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[J/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%],heatCapacity[kJ/K]
19,1.0,3.018181818181818,1090.0,system,100.0,100.0,-9.380824953861667,0.19253089111660174,0.09780477523140915,0.6064630867882845,0.5867497315465098,0.1314513913227015,0.07002974870393819,0.1271246205415752,2702.783550907513,22.729580811355298,[1430.4514174983499],0.00012005613279638288,0.15311717904067015,-749.6777797789176,3.0922686177280316,0.7751119593022936,24.62678892027933,13.776721814924226,23.679250131095266,1.623828436871853,53.389885737403816,8.427280803197563,9.967944439741773,8.479660124074526,10.493452820647633,0.24074988587195473,3.606198699706009,1.1164170847420478,0.7299059703174299,0.0,3.548504434297237,52.30536658732571,14.011177237512666,9.11529961831205,5.572381304619374,12.29426362839945,0.3698063187742215,3.6446729134348836,1.4541923813256428,0.19043388765552885,0.0,1.0424061226404826,
19,1.0,3.018181818181818,1090.0,cpx,3.234758717991176,2.9786618113772247,-,-,-,-,-,-,-,-,3273.667353088245,67.99132104559023,,4.0252443593040115e-5,0.49109335136716115,-2790.3006913702743,7.0855184321366655,4.103781670032873,-,-,90.84385261070818,55.13191044598216,49.38554273057984,1.2489523810911753,17.606733041582068,21.708300214651363,8.48193645517967,0.012333184821754564,0.7177230414042051,0.34530601564273844,0.4931729350471746,0.0,0.0,52.540752332999915,2.2549776377227313,17.484503994908867,15.491640046624989,10.79166161970253,0.020572765456181905,0.7877256604805094,0.4884371998690771,0.1397287422352032,0.0,0.0,0.26303911543646097
19,1.0,3.018181818181818,1090.0,liq,92.38724689671854,92.31833218351755,-,-,-,-,-,-,-,-,2673.3771909631773,64.57775631774447,,0.0001271762470741418,0.4343700523349188,-2102.8969184809944,2.794580101862542,2.1395906876893305e-9,-,-,20.878214888872197,1.2238315257907418e-17,53.80811780468625,8.321051993482934,9.566396380278984,7.9907702798100315,10.704733933037847,0.2599234661522396,3.735111592283528,1.0294369864263677,0.7446292280776814,0.0,3.8398283357641514,52.75305777374986,13.84452231969428,8.75439806105,5.2548897059871935,12.550833352310706,0.39954555728391333,3.7776791292640803,1.3418616386369975,0.1944150919400866,0.0,1.1287973700829084,0.25032404471317277
19,1.0,3.018181818181818,1090.0,ol,0.5027297060013144,0.43936942281113556,-,-,-,-,-,-,-,-,3481.5600870023845,46.18455925797665,,4.0698530723960936e-5,0.3565318559420712,-1772.424975627778,7.19175962002633,4.063700452481727,-,-,103.41344520163707,57.49330430736188,33.33333333333333,0.0,0.20129450087312922,45.314790727172685,21.15058143862086,0.0,0.0,0.0,0.0,0.0,0.0,37.36450435055984,0.0,0.2106155691126265,34.07183949037308,28.353040589954443,0.0,0.0,0.0,0.0,0.0,0.0,0.18929592007745819
19,1.0,3.018181818181818,1090.0,spn,0.5801144123925737,0.5955707266248669,-,-,-,-,-,-,-,-,4121.692409970659,47.33447815713084,,3.677124358022314e-5,0.4094908719364803,-1569.2742781618474,7.87062909286802,4.450781373352735,-,-,146.4610254241092,81.64847963241402,0.0,1.2685049640997548,0.0,28.25727944391711,39.471107161075295,0.0,0.0,26.549443651830924,4.4536647790769335,0.0,0.0,0.0,2.0542256497326887,0.0,18.086791925482682,45.04351055027644,0.0,0.0,33.68368759412928,1.131784280378906,0.0,0.0,0.2050419966341591
19,1.0,3.018181818181818,1090.0,fsp,3.2951502668964108,3.668065855669225,-,-,-,-,-,-,-,-,2655.6320386895563,102.82723409540819,,2.553786729115308e-5,0.6375831861219536,-3792.765454683137,6.493203640868896,3.5113806981943423,-,-,68.30808137599644,32.74339705941541,58.030369992496404,20.984815003751798,16.969630007503593,0.0,0.0,0.005836406578045027,4.009348589670157,0.0,0.0,0.0,0.0,51.070393167617354,31.341437329099985,13.940049506234436,0.0,0.0,0.008053420554419665,3.640066576493798,0.0,0.0,0.0,0.0,0.338153947130889
20,1.0,2.963636363636364,1080.0,system,100.0,100.0,-9.49525714987181,0.21462818367137612,0.11184456875947599,0.6134321321769621,0.5623881505640322,0.12687852319635295,0.06622602070361981,0.13314227467523163,2691.4881005055054,22.812608571628704,[1428.0819513263866],0.00012366169666878072,0.15289298360144976,-748.2387544711964,3.0712238229927555,0.762407387441742,24.851827726144744,13.878732171718955,23.30127761113766,1.5644678964819279,53.808117804686226,8.32105199348293,9.566396380278979,7.990770279810029,10.704733933037842,0.25992346615223955,3.7351115922835265,1.0294369864263675,0.7446292280776811,0.0,3.8398283357641496,52.753057773749845,13.84452231969428,8.754398061049997,5.254889705987193,12.550833352310702,0.3995455572839132,3.7776791292640803,1.3418616386369975,0.19441509194008658,0.0,1.128797370082908,
20,1.0,2.963636363636364,1080.0,liq,92.59348487800165,92.5121997625518,-,-,-,-,-,-,-,-,2661.076971935222,64.81521785045103,,0.0001308574726428992,0.4336498308860615,-2099.3275146902206,2.7809074852939486,2.146255004953848e-9,-,-,20.579296239872335,1.2258013028010379e-17,54.238358883714945,8.221012110118417,9.172882254446787,7.507705482698558,10.874412081394905,0.27999446023335023,3.861582983992277,0.9434751152882781,0.7550972508275936,0.0,4.145479377284866,53.21966623756853,13.689601209861715,8.401358283271438,4.941376617415446,12.760516136320717,0.43076065015099135,3.908882593125032,1.230847331032766,0.19731429673868878,0.0,1.2196766445146532,0.24961412584537573
20,1.0,2.963636363636364,1080.0,cpx,3.103482812715339,2.8668810152444735,-,-,-,-,-,-,-,-,3282.673056514478,68.00247367096152,,4.021065339021962e-5,0.48999374847378835,-2783.6054964539344,7.0693096737369645,4.082248757593089,-,-,91.11212053404572,54.704941965592695,49.47743264988231,1.1827117364989446,17.485329818410246,21.14366214423196,9.077365092892615,0.01359351791058797,0.7729667547641352,0.3187110744669752,0.5282272109422129,0.0,0.0,52.50866980115517,2.1301131305291228,17.321111995049034,15.051479550232916,11.520743614342344,0.022619171983271454,0.846264890535324,0.4497064813432772,0.14929136482952565,0.0,0.0,0.26246549294158417
20,1.0,2.963636363636364,1080.0,spn,0.5664150311420576,0.5854994781566519,-,-,-,-,-,-,-,-,4174.7286514376765,47.355690965595,,3.694844333239935e-5,0.41148711476030514,-1535.8038461971519,7.798155951278116,4.391045300411159,-,-,146.54493403695992,80.49410716905736,0.0,1.2208491317047396,0.0,25.64769531706588,42.30901825324917,0.0,0.0,25.73144745533028,5.090989842649918,0.0,0.0,0.0,1.9649628470738385,0.0,16.316083145680945,47.98684953670013,0.0,0.0,32.44627098616629,1.2858334843787969,0.0,0.0,0.20463264321250924
20,1.0,2.963636363636364,1080.0,ol,0.5349826695377216,0.4726174625629158,-,-,-,-,-,-,-,-,3512.975837752544,46.2340440387321,,4.049545137873692e-5,0.35711442724340087,-1756.4961335655182,7.147618696469507,4.025891268948972,-,-,103.55568565279017,56.93761157263405,33.33333333333333,0.0,0.20094231591998107,43.59836724847896,22.867357102267725,0.0,0.0,0.0,0.0,0.0,0.0,36.990728030099895,0.0,0.2081438665690561,32.4533460826046,30.34778202072646,0.0,0.0,0.0,0.0,0.0,0.0,0.18919714230984697
20,1.0,2.963636363636364,1080.0,fsp,3.2016346086032286,3.5628022814841604,-,-,-,-,-,-,-,-,2652.714536012384,102.8336307416229,,2.5685211633830156e-5,0.6353161395521814,-3791.38038586013,6.473188433523342,3.5019040277452764,-,-,67.77966668933749,32.53111857763322,58.474749978429344,20.762625010785328,16.525250021570663,0.0,0.0,0.006763768960637882,4.230611220254031,0.0,0.0,0.0,0.0,51.51486926585722,31.041763913401706,13.589089167217766,0.0,0.0,0.00934273373207417,3.8449349197912235,0.0,0.0,0.0,0.0,0.3382298695215257
21,1.0,2.909090909090909,1070.0,system,100.0,100.0,-9.6132957522544,0.23514466996808125,0.12721479369291797,0.6204997467712008,0.5360382243419118,0.12226002438316945,0.0624591838017166,0.13902760768934677,2679.592138387133,22.89907397594954,[1423.2558779285075],0.00012739078108797003,0.152664277671541,-747.0177314993541,3.0521211316719463,0.7527523316767178,24.98273778726762,13.927234054944595,22.937117485162076,1.5183535661213121,54.23835888371495,8.221012110118417,9.17288225444679,7.507705482698561,10.874412081394906,0.27999446023335034,3.861582983992278,0.9434751152882784,0.7550972508275937,0.0,4.145479377284868,53.21966623756854,13.689601209861715,8.401358283271442,4.941376617415448,12.760516136320717,0.4307606501509915,3.9088825931250333,1.2308473310327668,0.19731429673868878,0.0,1.2196766445146536,
21,1.0,2.909090909090909,1070.0,cpx,2.996715589356304,2.777840531557713,-,-,-,-,-,-,-,-,3291.9555445414494,68.01652750750034,,4.0160752821715063e-5,0.4889082721707555,-2776.710855254275,7.05317819037548,4.06013959840924,-,-,91.40996102583551,54.267010038425454,49.56883055443104,1.1181547487761834,17.379141728427243,20.541076238810092,9.687724464492057,0.014951235472465175,0.8314283416029111,0.29275519037613507,0.5659374976118615,0.0,0.0,52.468448898643025,2.0085903317849705,17.17101463778014,14.584376565083224,12.263323341026567,0.024813476342155097,0.9078958376527699,0.4120048119463109,0.15953209974084026,0.0,0.0,0.26245245897610436
21,1.0,2.909090909090909,1070.0,ol,0.5732096950816445,0.5121079875091581,-,-,-,-,-,-,-,-,3545.6214271634963,46.28662358752065,,4.030601752633966e-5,0.35776828879761846,-1739.7297066686044,7.102044213786581,3.986582308624986,-,-,103.70439436127579,56.349988736252,33.33333333333333,0.0,0.2010702343449848,41.80668704613507,24.658909386186608,0.0,0.0,0.0,0.0,0.0,0.0,36.60851047684777,0.0,0.20612429273772423,30.798118737407705,32.38724649300679,0.0,0.0,0.0,0.0,0.0,0.0,0.18933391401512986
21,1.0,2.909090909090909,1070.0,liq,92.7416752598721,92.64690233093454,-,-,-,-,-,-,-,-,2647.828945593762,65.03720981027004,,0.00013471733252580463,0.43273538033422154,-2095.4453449636767,2.766929892037294,2.1536342799086828e-9,-,-,20.271516345081835,1.2281002965122587e-17,54.68616981252177,8.12755022970664,8.785417529942027,7.030868730884207,10.99463391912984,0.30113291034631945,3.986552212275681,0.8587936611071804,0.7603101193662182,0.0,4.46857087472009,53.712191956828114,13.547368192146731,8.054449382261,4.63211657905708,12.91436305325865,0.46374001267616505,4.039377793913217,1.1214820624888073,0.19887317107980337,0.0,1.316037796290437,0.2483795284084714
21,1.0,2.909090909090909,1070.0,fsp,3.129742845139886,3.4820953498490312,-,-,-,-,-,-,-,-,2649.76864070241,102.84013246278647,,2.5836009338548643e-5,0.6330407924655946,-3789.9141678867663,6.452632139443308,3.4923085037548653,-,-,67.23744632037152,32.317157807717834,58.9235863928103,20.53820680359485,16.0764136071897,0.0,0.0,0.007824225958181694,4.453968970446969,0.0,0.0,0.0,0.0,51.964709562948585,30.738435352987786,13.233861460819885,0.0,0.0,0.010818864830555332,4.052174758413196,0.0,0.0,0.0,0.0,0.3353730999286146
21,1.0,2.909090909090909,1070.0,spn,0.5586566105500815,0.5810538001495615,-,-,-,-,-,-,-,-,4232.049547598915,47.368113364419656,,3.7326658213988144e-5,0.41363837600030096,-1498.7639720710633,7.721622882340435,4.329768170273813,-,-,146.54573327234885,79.33777753550028,0.0,1.1818363284978395,0.0,22.89596374407091,45.334332819894726,0.0,0.0,24.7151410871418,5.872726020394734,0.0,0.0,0.0,1.8920698727457472,0.0,14.48818500305932,51.14509730740049,0.0,0.0,30.999247980335287,1.4753998364591507,0.0,0.0,0.20434333050732822
22,1.0,2.8545454545454545,1060.0,system,100.0,100.0,-9.737440965974226,0.2516269343408378,0.14402324264174254,0.6277161528213843,0.5076887868956848,0.11758480558840016,0.058733140888451316,0.14474170240668946,2666.9770990555057,22.990387135951128,[1420.291378928166],0.00013126888057921887,0.15243714891138327,-746.0502278236736,3.0348188583747064,0.7458459306779373,25.02447390389024,13.924807357612027,22.585057224680305,1.483602428729375,54.686169812521776,8.12755022970664,8.785417529942029,7.030868730884208,10.994633919129841,0.30113291034631956,3.986552212275682,0.8587936611071805,0.7603101193662184,0.0,4.46857087472009,53.712191956828114,13.547368192146731,8.054449382261001,4.63211657905708,12.914363053258654,0.46374001267616516,4.039377793913217,1.1214820624888073,0.19887317107980343,0.0,1.316037796290437,
22,1.0,2.8545454545454545,1060.0,liq,92.83953244938516,92.72960301300033,-,-,-,-,-,-,-,-,2633.46201718524,65.24748289513263,,0.00013878129368847283,0.43164056608727314,-2091.3698601432816,2.752768114607784,2.1618946420626343e-9,-,-,19.955670169490226,1.2308244341998255e-17,55.158118553186185,8.04083396045217,8.40241642278329,6.559482309824914,11.058832151644008,0.3235141735817727,4.1109023821143795,0.7755101230926947,0.7585528566430982,0.0,4.811837066677504,54.238079514882834,13.418249302494111,7.712179724142124,4.32652828015044,13.004719055991421,0.4987801376424842,4.17016915355882,1.013889120590889,0.19864185691185376,0.0,1.4187638536350295,0.24729058411721197
22,1.0,2.8545454545454545,1060.0,cpx,2.9082563690401613,2.7059401708356408,-,-,-,-,-,-,-,-,3301.4981573322884,68.03353967533234,,4.013095297909779e-5,0.4878349368475277,-2769.6362229654515,7.0363592419635905,4.037342310243179,-,-,91.70518874586354,53.8148588329296,49.660583956206224,1.0549466928710265,17.289181143936627,19.90045695465341,10.311753375812692,0.01641337767621466,0.893219159227634,0.2675530134204429,0.6058923261957316,0.0,0.0,52.42116101082045,1.8898408447785058,17.035203219047336,14.090713484842746,13.017397877170122,0.02716525304858493,0.9726900898493577,0.37550246493806205,0.17032575550483936,0.0,0.0,0.26218365667417537
22,1.0,2.8545454545454545,1060.0,spn,0.558452153745551,0.5839045516358017,-,-,-,-,-,-,-,-,4295.31381321021,47.36855932955266,,3.771342886406427e-5,0.41600293648247993,-1456.8378236894157,7.6412493944374065,4.2662628414531705,-,-,146.55908881937222,78.1790008398136,0.0,1.1539424146268162,0.0,19.95359028269682,48.61090597314864,0.0,0.0,23.434130147364527,6.847431182163195,0.0,0.0,0.0,1.8395367325635898,0.0,12.572469694509927,54.607838758810935,0.0,0.0,29.26721477937929,1.7129400347362682,0.0,0.0,0.20638652952853148
22,1.0,2.8545454545454545,1060.0,fsp,3.0764618602749296,3.4225724393289894,-,-,-,-,-,-,-,-,2646.794066698221,102.84674729694606,,2.599573287698351e-5,0.630756932689363,-3788.3667630060354,6.43197587420709,3.482591681263617,-,-,66.6967063185082,32.10149578363522,59.37693568075506,20.311532159622473,15.623064319244943,0.0,0.0,0.00903831950576399,4.679429520871765,0.0,0.0,0.0,0.0,52.4199959153143,30.431389976226832,12.874296404481697,0.0,0.0,0.012510880342178234,4.261806823634993,0.0,0.0,0.0,0.0,0.33517744724595266
22,1.0,2.8545454545454545,1060.0,ol,0.6172971675541998,0.5579798251992449,-,-,-,-,-,-,-,-,3579.463293446857,46.34225497885714,,4.009497299981337e-5,0.35849147293042705,-1722.1361042765157,7.055105879227422,3.945834000379061,-,-,103.85828622900624,55.73083302205197,33.33333333333333,0.0,0.20168876976284678,39.94102526217771,26.523952634726104,0.0,0.0,0.0,0.0,0.0,0.0,36.21886598474643,0.0,0.20455773253226034,29.110551552736368,34.466024729984944,0.0,0.0,0.0,0.0,0.0,0.0,0.1894059194465436
23,1.0,2.8,1050.0,system,100.0,100.0,-9.871890309271,0.25992567198123717,0.16239043702622527,0.6351402814758832,0.4775855368380596,0.11283624710133239,0.0550538445392274,0.15023897972676312,2653.5150049625067,23.087656269852694,[1420.2937516068628],0.00013531171446639104,0.1522139121256615,-745.3774061351689,3.0197517621283536,0.7422951883919039,24.95408104192637,13.859234689796018,22.24768323040718,1.462092464060933,55.15811855318618,8.040833960452169,8.402416422783288,6.559482309824912,11.058832151644006,0.3235141735817726,4.110902382114379,0.7755101230926945,0.758552856643098,0.0,4.811837066677502,54.238079514882834,13.41824930249411,7.712179724142125,4.32652828015044,13.004719055991421,0.4987801376424841,4.17016915355882,1.013889120590889,0.1986418569118537,0.0,1.4187638536350293,
23,1.0,2.8,1050.0,fsp,3.0450729569586903,3.3879281360897693,-,-,-,-,-,-,-,-,2643.790585626276,102.85348528976581,,2.6152368785817263e-5,0.6284643337132396,-3786.7382137362383,6.411018695271608,3.4727512891052066,-,-,66.15070378558843,31.8841184705915,59.83484635187038,20.08257682406481,15.165153648129618,0.0,0.0,0.010431280718372746,4.9069918952168186,0.0,0.0,0.0,0.0,52.880801736642155,30.12057030671267,12.510329446987251,0.0,0.0,0.014454479667340656,4.473844029990584,0.0,0.0,0.0,0.0,0.3349448425294771
