T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1520.000000, 1.250000, 0.396014, 0.310173, 0.467000, 0.002010, 0.049900, 0.000730, 0.125770, 0.265440, 0.046020, 0.003370, 0.000850, 0.003120, 0.035790, 2471.187010, -0.538110
1500.000000, 1.250000, 0.369858, 0.288083, 0.471740, 0.002130, 0.053300, 0.000780, 0.126940, 0.252810, 0.049060, 0.003570, 0.000890, 0.003310, 0.035490, 2474.511920, -0.480163
1480.000000, 1.250000, 0.347118, 0.269284, 0.476540, 0.002250, 0.056620, 0.000820, 0.127520, 0.240810, 0.052070, 0.003770, 0.000920, 0.003500, 0.035170, 2477.425250, -0.417285
1460.000000, 1.250000, 0.327285, 0.253194, 0.481380, 0.002360, 0.059890, 0.000870, 0.127590, 0.229390, 0.055070, 0.003970, 0.000960, 0.003690, 0.034830, 2480.036580, -0.349558
1440.000000, 1.250000, 0.309981, 0.239405, 0.486170, 0.002480, 0.063080, 0.000920, 0.127330, 0.218540, 0.057990, 0.004160, 0.001000, 0.003870, 0.034460, 2482.632560, -0.276785
1420.000000, 1.250000, 0.294775, 0.227490, 0.490780, 0.002590, 0.066200, 0.000960, 0.127130, 0.208240, 0.060570, 0.004350, 0.001040, 0.004050, 0.034080, 2485.347260, -0.199422
1400.000000, 1.250000, 0.281330, 0.217113, 0.495450, 0.002700, 0.069230, 0.001010, 0.126330, 0.198500, 0.063240, 0.004540, 0.001080, 0.004230, 0.033700, 2487.545080, -0.116544
1380.000000, 1.250000, 0.269439, 0.208084, 0.500050, 0.002810, 0.072140, 0.001050, 0.125300, 0.189270, 0.065810, 0.004730, 0.001120, 0.004410, 0.033310, 2489.647190, -0.028295
1360.000000, 1.250000, 0.258911, 0.200219, 0.504500, 0.002910, 0.074980, 0.001090, 0.124100, 0.180540, 0.068300, 0.004910, 0.001160, 0.004590, 0.032920, 2491.660180, 0.064774
1340.000000, 1.250000, 0.249550, 0.193338, 0.508950, 0.003020, 0.077670, 0.001140, 0.122710, 0.172310, 0.070660, 0.005090, 0.001190, 0.004760, 0.032500, 2493.579810, 0.163735
1320.000000, 1.250000, 0.241225, 0.187329, 0.513280, 0.003120, 0.080170, 0.001180, 0.121170, 0.164500, 0.073050, 0.005260, 0.001240, 0.004920, 0.032110, 2495.222250, 0.268330
1300.000000, 1.250000, 0.233827, 0.182085, 0.517530, 0.003220, 0.082500, 0.001220, 0.119560, 0.157110, 0.075370, 0.005430, 0.001280, 0.005090, 0.031710, 2496.901170, 0.378642
1280.000000, 1.250000, 0.227263, 0.177543, 0.521560, 0.003310, 0.084800, 0.001250, 0.118000, 0.150150, 0.077450, 0.005600, 0.001310, 0.005240, 0.031310, 2498.692580, 0.493293
1260.000000, 1.250000, 0.221393, 0.173574, 0.525460, 0.003410, 0.086980, 0.001290, 0.116400, 0.143620, 0.079420, 0.005760, 0.001350, 0.005390, 0.030920, 2500.334230, 0.613168
1240.000000, 1.250000, 0.216171, 0.170142, 0.529210, 0.003500, 0.089060, 0.001330, 0.114810, 0.137470, 0.081220, 0.005920, 0.001390, 0.005540, 0.030550, 2501.876320, 0.737996
1220.000000, 1.250000, 0.211530, 0.167210, 0.532790, 0.003590, 0.091090, 0.001360, 0.113210, 0.131710, 0.082860, 0.006070, 0.001440, 0.005690, 0.030190, 2503.276880, 0.867512
1200.000000, 1.250000, 0.207387, 0.164690, 0.536270, 0.003670, 0.092950, 0.001390, 0.111580, 0.126320, 0.084420, 0.006230, 0.001480, 0.005820, 0.029860, 2504.506520, 1.002340
1180.000000, 1.250000, 0.203599, 0.162544, 0.539840, 0.003760, 0.094920, 0.001280, 0.109710, 0.121290, 0.085790, 0.006410, 0.001520, 0.005920, 0.029570, 2504.983530, 1.142333
1160.000000, 1.250000, 0.195927, 0.157154, 0.541850, 0.003900, 0.096850, 0.001000, 0.107930, 0.116840, 0.088130, 0.006590, 0.001580, 0.005980, 0.029350, 2506.823220, 1.276791
1140.000000, 1.250000, 0.175083, 0.140468, 0.533690, 0.004240, 0.100720, 0.000630, 0.108390, 0.113370, 0.094590, 0.007240, 0.001710, 0.006160, 0.029240, 2518.947800, 1.333785
1120.000000, 1.250000, 0.154481, 0.124145, 0.525700, 0.004680, 0.105010, 0.000390, 0.107660, 0.110190, 0.100920, 0.008050, 0.001830, 0.006220, 0.029340, 2528.763770, 1.391558
1100.000000, 1.250000, 0.132811, 0.106944, 0.515900, 0.005210, 0.110870, 0.000260, 0.106320, 0.107540, 0.107040, 0.009080, 0.001970, 0.006210, 0.029600, 2538.439880, 1.430027
1080.000000, 1.250000, 0.086366, 0.070050, 0.505640, 0.006600, 0.126180, 0.000160, 0.100260, 0.104930, 0.104540, 0.012170, 0.002480, 0.005710, 0.031320, 2530.154200, 1.420262
1060.000000, 1.250000, 0.028330, 0.023428, 0.512970, 0.009790, 0.135490, 0.000100, 0.086500, 0.096940, 0.093440, 0.021350, 0.003780, 0.004710, 0.034940, 2482.633980, 1.571735
1040.000000, 1.250000, 0.000040, 0.000034, 0.536190, 0.011350, 0.139660, 0.000080, 0.068950, 0.083060, 0.077510, 0.034630, 0.005420, 0.003630, 0.039500, 2410.413280, 1.814030
1020.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
1000.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
