point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[kJ/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
35,1.0,1.225,765.0000000000000,system,100.0,100.0,-14.330772631639700,1.031947163418830,0.9481282129042410,0.8633742240605420,0.6268547344546180,0.03159190655940530,0.01744545842913690,0.08577300482639090,2257.2473583624400,26.46861113555670,0.24845934729111500,0.0002164358463429870,0.13819652856629800,-818.7269631344880,3.1508473207164000,1.4302120129768900,5.930279941490180,3.2885141129361700,16.253302762280000,4.617213922571060,67.48799787201790,8.483685525850720,1.7124999368524100,1.274205502863280,1.5483338319145700,2.7600390694517000,4.812757722113490,0.2784882364437450,0.13805538633661500,0.0,11.503936916155500,67.93692540954270,14.493184084632200,1.6091183559363800,0.8603872032838300,1.863978058728460,4.356277654758090,4.997985494651870,0.3727299843799020,0.03701031302214180,0.0,3.4724034410644000
36,1.0,1.1875,755.0000000000000,cpx,1.579365169982550,1.8779671019053100,-,-,-,-,-,-,-,-,3358.94126361183,67.93819648102070,0.2526847125341330,3.71699809547985E-05,0.425530419163446,-2813.701813022420,7.1731425505709500,3.9771455121853000,-,-,101.98997044524800,53.130679628126600,50.47504214078570,0.341458438562125,18.318585730826,14.46951013022810,12.428824907708400,0.27250755589319800,1.880919180078700,0.27071825997127700,1.5424336559465200,0.0,0.0,52.65423561514340,0.6044973134833170,17.83719846722040,10.124779471814100,15.505420215586300,0.4457138707266610,2.0241766243769900,0.37547610531677600,0.42850231633203400,0.0,0.0
36,1.0,1.1875,755.0000000000000,fl,2.2948852411446300,0.8773132917340110,-,-,-,-,-,-,-,-,384.9857475028130,60.98627262088440,0.079179077042,0.0019404304888233400,0.17460889345854700,-299.7088106519960,1.212135609281100,5.11960808882432E-09,-,-,0.5656490622800690,1.00906254250481E-17,6.601349786026260,0.8110244905903740,0.015438155566672500,0.00011933495080267900,0.0886286144063869,0.6779348432424300,0.1299083792644240,0.026163500747826200,0.044159430011297400,0.0,91.60527346519350,17.933791531660100,3.739153062308600,0.039148296201145700,0.0002174613862878590,0.2879454231843030,2.8876749540609800,0.3640811415383590,0.09450251297481270,0.03194867779584680,0.0,74.6215369388896
36,1.0,1.1875,755.0000000000000,fsp,22.54685004626710,24.083363223417300,-,-,-,-,-,-,-,-,2558.732478690050,104.15034891650600,0.34160824663891500,3.66721693433016E-05,0.5528516925527870,-3744.8480728253100,5.7974635189931100,3.199555534170910,-,-,51.07496758028610,26.194142564687000,72.84617226952470,13.576913865237700,2.153827730475340,0.0,0.0,2.254261501514430,9.168824633247910,0.0,0.0,0.0,0.0,65.69178167512930,20.778073101484900,1.8129814038683000,0.0,0.0,3.1873486915282400,8.529815127989250,0.0,0.0,0.0,0.0
36,1.0,1.1875,755.0000000000000,kfsp,8.366371956712970,9.052562463023630,-,-,-,-,-,-,-,-,2542.0623558696100,106.1946196284040,0.3329727322028030,3.20934857058652E-05,0.5554077599170030,-3736.636031061510,5.795237958715590,3.162418035421180,-,-,51.477438616493600,25.422880479842300,74.22629393921470,12.886853030392700,0.7737060607853250,0.0,0.0,5.624210549954210,6.488936419653130,0.0,0.0,0.0,0.0,66.07831794994290,19.469194355881600,0.64291755149548,0.0,0.0,7.850254774911830,5.9593153677682600,0.0,0.0,0.0,0.0
36,1.0,1.1875,755.0000000000000,ilm,0.2420647834935540,0.3836519086031420,-,-,-,-,-,-,-,-,4711.928244541980,32.276622841472600,0.13257053463260200,3.23453481835473E-05,0.2563600064049560,-1120.837619168560,7.22113804342604,4.087949392542740,-,-,140.7126005671800,78.74258894283250,0.0,0.0,0.0,0.0,51.0896838123301,0.0,0.0,46.73094856300970,2.179367624660220,0.0,0.0,0.0,0.0,0.0,0.0,49.3483642105684,0.0,0.0,50.18286207484030,0.4687737145912700,0.0,0.0
36,1.0,1.1875,755.0000000000000,liq,63.50469246472590,61.93629637624580,-,-,-,-,-,-,-,-,2211.573652855110,67.68613156147690,0.2176874508620670,0.00023860047221798900,0.35192300138012600,-2066.4419044435200,2.426343888122510,2.64815592511529E-09,-,-,13.01985402818720,1.5509168468506E-17,70.92974713350940,6.637530201450410,1.0217966125177500,0.5902217995804350,0.7912987110959580,3.0787166555020600,3.063086459739680,0.1495659069568370,0.09339779538133050,0.0,13.644638724266100,73.28037927984860,11.637661204378000,0.9853756734967200,0.40902482260456300,0.9776797131791740,4.9871220500742000,3.264676855083090,0.20544711069043900,0.025697210408860200,0.0,4.226936080236340
36,1.0,1.1875,755.0000000000000,opx,1.3909198112750800,1.66306076292989,-,-,-,-,-,-,-,-,3489.70405033974,65.75494611657790,0.25878880415618900,3.80753668245202E-05,0.4295574542525320,-2623.2439059887500,6.843184501003950,4.054484053494190,-,-,86.93103883395690,57.366689811343600,49.512675639340900,0.4070457701707270,1.1590938003762800,26.37905415689960,22.216858061928900,0.0,0.06605313821774970,0.011895933396911300,0.2473234996689510,0.0,0.0,51.738026949167300,0.721832805216742,1.1305509273911400,18.489612452768200,27.763419522246200,0.0,0.07120468517430580,0.016527231975515000,0.06882542606065880,0.0,0.0
36,1.0,1.1875,755.0000000000000,spn,0.07485052639826540,0.12578487214093100,-,-,-,-,-,-,-,-,4885.575274566390,46.209033405115200,0.19990843629788300,4.46102916300514E-05,0.3890197189454730,-1090.6654433444100,7.282553299112240,4.064142083543740,-,-,151.51430082693300,80.69627247984000,0.0,0.39972640072942600,0.0,2.836576778661960,70.68362062982260,0.0,0.0,5.119757564603120,20.96031862618300,0.0,0.0,0.0,0.6817659758888400,0.0,1.9122393601593000,84.95485901571640,0.0,0.0,6.841165805464070,5.609969842771440,0.0,0.0
36,1.0,1.1875,755.0000000000000,system,100.0,100.0,-14.48419114086250,1.1132865239911600,0.9501036284011230,0.8934957065032030,0.6379715482848800,0.030184860133390700,0.016123298142254200,0.08178775673266890,2254.0655602154600,26.596539660910400,0.2516080521907650,0.00021042894494631900,0.1368034543554590,-824.0045096079350,3.1529655636074800,1.424769020324080,5.911334645293310,3.2677710107730500,16.307193946010000,4.5756781649726100,69.00160763947180,8.244708551651040,1.5587912379155700,1.1199147457190500,1.38182344389157,2.9260352654130500,4.5027520975815100,0.2524107710081390,0.12822414478727900,0.0,10.883732102561000,69.19650092302760,14.031371892815700,1.459119836022990,0.75332956109929,1.6571977299267600,4.600716362199370,4.658269490430050,0.33654329328183200,0.034244024132842900,0.0,3.272706887063520
37,1.0,1.1500000000000000,745.0,cpx,1.3571250707908500,1.6086973561084500,-,-,-,-,-,-,-,-,3360.927409015960,67.93353983347300,0.25186941468545300,3.71093447049984E-05,0.4232053952016280,-2815.812868797900,7.179042526716030,3.981404803145590,-,-,102.18296833951800,53.276023835986500,50.45714965674800,0.3301943972253890,18.420256909333900,14.330496408818700,12.480548205404900,0.2699175955570200,1.8853683284151700,0.2568414342957140,1.5692270642012700,0.0,0.0,52.62694176376980,0.5844603077609700,17.933257472187500,10.025863247658700,15.567394468393100,0.44140535248824100,2.0286320145160300,0.356171067957896,0.43587430526771000,0.0,0.0
37,1.0,1.1500000000000000,745.0,fl,1.785587299368110,0.6757670503928210,-,-,-,-,-,-,-,-,378.0239781908700,61.59460094661660,0.07963873078056160,0.0020079527594196600,0.1739761173233140,-297.85670658563600,1.2018148688886700,5.17582301146254E-09,-,-,0.5460023272082400,1.01269387289868E-17,6.534354097575500,0.7326030550494270,0.01396897835680640,9.11897509940922E-05,0.0841192089623053,0.6158821749145490,0.11389199234889900,0.023720524506551900,0.04192744164689220,0.0,91.83944133688810,17.875281398197400,3.401095684233400,0.03566916538506610,0.00016732906103508500,0.2751960845764410,2.6416108251220200,0.32141420027404600,0.08627453796705010,0.03054489551692160,0.0,75.33274587966660
37,1.0,1.1500000000000000,745.0,kfsp,12.488982482595100,13.478244772896300,-,-,-,-,-,-,-,-,2541.5729681791900,106.32513804650200,0.3320142174161170,3.16360807225381E-05,0.5523597568750400,-3739.899027877110,5.801006649180260,3.164103704759840,-,-,51.601408064917900,25.445090579486800,74.31044969621000,12.844775151895000,0.6895503037900480,0.0,0.0,5.883038735728340,6.272186112376630,0.0,0.0,0.0,0.0,66.08475234631510,19.385534791929700,0.5723944477447560,0.0,0.0,8.203025546159100,5.754292867851340,0.0,0.0,0.0,0.0
37,1.0,1.1500000000000000,745.0,fsp,17.118705422444500,18.20861960344900,-,-,-,-,-,-,-,-,2559.926480460340,104.0425210321420,0.34106577534325900,3.6755339085965E-05,0.5494433018524920,-3748.507565160570,5.800422546521690,3.2037431551837100,-,-,51.095129346412000,26.27500912086490,72.82249094059530,13.58875452970240,2.1775090594047400,0.0,0.0,2.124821453783470,9.286424016514160,0.0,0.0,0.0,0.0,65.70782408078940,20.808037021415800,1.8339589354382600,0.0,0.0,3.0060415350881400,8.644138427268390,0.0,0.0,0.0,0.0
37,1.0,1.1500000000000000,745.0,ilm,0.2153359784602850,0.34007454501627200,-,-,-,-,-,-,-,-,4713.905194674640,32.265291355945100,0.13303333737253400,3.22177719920105E-05,0.25504597667766300,-1121.7462398443300,7.230422881554290,4.091569487018220,-,-,141.2180431087600,78.91520811715680,0.0,0.0,0.0,0.0,51.12086099958700,0.0,0.0,46.63741700123910,2.241721999173920,0.0,0.0,0.0,0.0,0.0,0.0,49.406597934030600,0.0,0.0,50.110941575249000,0.48246049072039300,0.0,0.0
37,1.0,1.1500000000000000,745.0,liq,65.83077447958400,64.22269077161760,-,-,-,-,-,-,-,-,2213.5095733133500,69.13055186746150,0.22195513613844700,0.00022997939736207700,0.3539814877325070,-2119.44416867683,2.4521793909609300,2.72861657111575E-09,-,-,13.310239830923700,1.64803499427159E-17,72.58375510605650,6.235519369364620,1.0137333422905500,0.5697642288005520,0.7450916023763270,2.924131444907540,2.817239317053890,0.13591818913375500,0.09139039425985120,0.0,12.883457005756400,74.87136181226490,10.915630729571700,0.9760635880397910,0.3942272147460610,0.9191424348288200,4.7292706593817800,2.9979313833655000,0.18640691188927200,0.025105386363590000,0.0,3.9848598795485500
37,1.0,1.1500000000000000,745.0,opx,1.1404883169438200,1.360199496586820,-,-,-,-,-,-,-,-,3494.0351051446700,65.74661652241980,0.25802120419475700,3.80347778332317E-05,0.4273247748042130,-2622.7232922448400,6.842449604682160,4.051155088259920,-,-,87.12949507671350,57.34360641730860,49.53100273528320,0.3890018541851950,1.133917774832890,26.201675278539300,22.43040345284740,0.0,0.06371180717254410,0.010733194652554900,0.23955390248699800,0.0,0.0,51.70607927349290,0.6891536516461110,1.104902946260650,18.34715245401320,28.00260415342460,0.0,0.06861294481964360,0.014897096303699100,0.06659748003917400,0.0,0.0
37,1.0,1.1500000000000000,745.0,spn,0.06300094981331920,0.10570640393269700,-,-,-,-,-,-,-,-,4902.245093213690,46.14728171062820,0.19959873621888200,4.4908216114761E-05,0.38749959725451900,-1080.3053230436300,7.28007349200815,4.066038722346020,-,-,151.75345231596800,81.04720475614730,0.0,0.39150834707847000,0.0,2.587494005083710,71.09008066538270,0.0,0.0,4.506684623977490,21.424232358477600,0.0,0.0,0.0,0.6703533832089340,0.0,1.7511258188639400,85.77658118278900,0.0,0.0,6.045443637792370,5.756495977345760,0.0,0.0
37,1.0,1.1500000000000000,745.0,system,100.0,100.0,-14.655116395232500,1.1817773853575800,0.9520260905177490,0.9199366104801470,0.6470581573748320,0.02886127222807000,0.01498105001392990,0.07823287731209010,2264.803493163810,26.541872793588100,0.2528341505927770,0.00020062182711514000,0.13526194268208200,-828.7128067905490,3.131263788117870,1.3752991584156500,5.902928986918080,3.2570141819513300,16.494297825786500,4.2837575282712600,70.63449056819460,7.928189875355160,1.4366013781477,0.9922578550589270,1.2402138439090800,3.0080683399086200,4.178925830676810,0.22776531350777700,0.1200079520417630,0.0,10.233479043199600,70.62766760867130,13.453398070702200,1.340825950809410,0.6655147953893840,1.4830352386719400,4.715923208599980,4.310665843123070,0.302798531932395,0.03195642072919170,0.0,3.068214331371220
38,1.0,1.1125,735.0,cpx,1.2207998300247300,1.443375883922490,-,-,-,-,-,-,-,-,3363.0327900874300,67.92626680689870,0.25152982412803000,3.70279911791248E-05,0.4208670302793880,-2817.6642173888700,7.184638554621720,3.9849997524945600,-,-,102.38888004551600,53.40571075498620,50.442196874881000,0.32024402677579700,18.502618277250400,14.184215939854600,12.540446408864200,0.26741775153898500,1.8974506629715200,0.2462627065967200,1.599147351266760,0.0,0.0,52.59982592310220,0.5667235432744280,18.009497034106200,9.921349995181140,15.63868237360220,0.43722151598157300,2.0411854044502600,0.34142639662356200,0.44408781367842800,0.0,0.0
38,1.0,1.1125,735.0,fl,1.437340342539680,0.5389433911166150,-,-,-,-,-,-,-,-,370.998587565256,62.25926585269790,0.08022680178217030,0.0020795412784821100,0.1733686962970430,-296.06905764065300,1.1918341578945900,5.23252043717192E-09,-,-,0.526991866512634,1.01576705450991E-17,6.454101025058060,0.6624760705567120,0.01252940648519850,7.59203953637518E-05,0.08040091492222260,0.5599282534762330,0.10004970561726200,0.021864375427341500,0.04009753617858420,0.0,92.06847679188300,17.77308801183470,3.0959734729620700,0.032205920197533000,0.00014023638746003100,0.2647798743545010,2.4175779914769600,0.2842265185387330,0.08005202835799060,0.02940592728744110,0.0,76.0225500186026
