Title: dummy

Solid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 
1000.00 955.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 950.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 945.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 940.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 935.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 930.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 925.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 920.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 915.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 910.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 905.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 900.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 895.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 890.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 885.00 99.999998 45.19 0.1588 3.5388 1.1199 7.0072 0.1317 39.7109 2.8049 0.2996 0.0231 0.0151
1000.00 880.00 99.963963 45.2052 0.158837 3.54007 1.11988 7.00973 0.131736 39.7238 2.788 0.299708 0.0230994 -3.04055e-16
1000.00 875.00 99.963998 45.2052 0.158838 3.54006 1.11989 7.00972 0.131736 39.7238 2.788 0.299708 0.0230996 5.4653e-16
1000.00 870.00 99.964031 45.2052 0.158838 3.54006 1.1199 7.00972 0.131736 39.7238 2.788 0.299708 0.0230997 -1.66845e-15
1000.00 865.00 99.964064 45.2052 0.158839 3.54006 1.11991 7.00972 0.131737 39.7238 2.788 0.299708 0.0230998 6.23505e-16
1000.00 860.00 99.964096 45.2052 0.158839 3.54006 1.11991 7.00972 0.131737 39.7238 2.788 0.299708 0.0231 1.18543e-15
